date,state,daily,blood_a,blood_b,blood_ab,blood_o,donations_new,donations_regular,donations_irregular,spike_flag,is_holiday,is_weekend,days_to_holiday,regular_ratio,7dayave_regular,30dayave_new,predicted_daily
2025-05-08,Pulau Pinang,198,54,61,11,72,67,59,72,none,0,0,30.0,0.3,65.57,20.93,109.92715
2025-05-09,Pulau Pinang,41,15,14,2,10,3,35,3,none,0,0,29.0,0.83,64.57,22.9,43.66534
2025-05-10,Pulau Pinang,103,20,21,7,55,22,54,27,none,0,1,28.0,0.52,63.0,22.3,153.63812
2025-05-11,Pulau Pinang,199,42,63,7,87,29,129,41,none,0,1,27.0,0.64,61.14,22.47,172.26387
2025-05-12,Pulau Pinang,245,59,72,18,96,71,113,61,none,0,0,26.0,0.46,65.43,23.37,104.863106
2025-05-13,Pulau Pinang,158,38,48,12,60,32,100,26,none,0,0,25.0,0.63,75.43,24.73,91.12107
2025-05-14,Pulau Pinang,94,26,20,5,43,14,67,13,none,0,0,24.0,0.71,80.43,24.93,83.32407
2025-05-15,Pulau Pinang,183,39,56,21,67,48,82,53,none,0,0,23.0,0.45,79.57,25.1,107.90304
2025-05-16,Pulau Pinang,45,8,14,4,19,2,40,3,none,0,0,22.0,0.87,82.86,25.13,52.406223
2025-05-17,Pulau Pinang,193,48,57,10,78,43,115,35,none,0,1,21.0,0.59,83.57,24.0,178.54445
2025-05-18,Pulau Pinang,327,70,87,18,152,25,274,28,normal_spike,0,1,20.0,0.84,92.29,24.6,216.60649
2025-05-19,Pulau Pinang,100,28,29,5,38,19,62,19,none,0,0,19.0,0.61,113.0,25.23,89.34838
2025-05-20,Pulau Pinang,101,21,32,6,42,18,70,13,none,0,0,18.0,0.69,105.71,25.5,100.226685
2025-05-21,Pulau Pinang,70,14,25,6,25,3,56,11,none,0,0,17.0,0.79,101.43,25.4,69.91923
2025-05-22,Pulau Pinang,178,50,53,12,63,51,98,29,none,0,0,16.0,0.55,99.86,24.9,119.988754
2025-05-23,Pulau Pinang,42,10,11,4,17,2,38,2,none,0,0,15.0,0.88,102.14,26.2,65.20541
2025-05-24,Pulau Pinang,64,17,18,1,28,22,31,11,none,0,1,14.0,0.48,101.86,25.37,197.51192
2025-05-25,Pulau Pinang,258,61,73,18,106,42,165,51,none,0,1,13.0,0.64,89.86,24.83,205.48238
2025-05-26,Pulau Pinang,85,24,21,4,36,20,60,5,none,0,0,12.0,0.7,74.29,26.1,89.357544
2025-05-27,Pulau Pinang,156,35,32,11,78,12,122,22,none,0,0,11.0,0.78,74.0,26.4,64.789635
2025-05-28,Pulau Pinang,152,39,36,12,65,27,99,26,none,0,0,10.0,0.65,81.43,24.77,90.97803
2025-05-29,Pulau Pinang,170,44,49,8,69,48,83,39,none,0,0,9.0,0.49,87.57,25.5,108.4272
2025-05-30,Pulau Pinang,38,9,15,1,13,5,30,3,none,0,0,8.0,0.77,85.43,25.97,69.49205
2025-05-31,Pulau Pinang,38,9,11,4,14,5,24,9,none,0,1,7.0,0.62,84.29,25.73,199.72305
2025-06-01,Pulau Pinang,158,41,38,8,71,29,100,29,none,0,1,6.0,0.63,83.29,25.03,199.72305
2025-06-02,Pulau Pinang,100,26,26,3,45,19,60,21,none,0,0,5.0,0.59,74.0,25.93,105.354034
2025-06-03,Pulau Pinang,140,33,45,19,43,17,103,20,none,0,0,4.0,0.73,74.0,26.23,73.34812
2025-06-04,Pulau Pinang,98,32,27,7,32,28,61,9,none,0,0,3.0,0.62,71.29,26.07,91.11731
2025-06-05,Pulau Pinang,103,17,26,15,45,39,45,19,none,0,0,2.0,0.43,65.86,25.67,93.3063
2025-06-06,Pulau Pinang,35,10,6,2,17,3,30,2,none,0,0,1.0,0.83,60.43,26.67,41.898407
2025-06-07,Pulau Pinang,0,0,0,0,0,0,0,0,none,1,1,0.0,0.0,60.43,25.5,15.269966
2025-06-08,Pulau Pinang,143,35,29,12,67,14,117,12,none,0,1,134.0,0.81,57.0,23.27,152.57642
2025-06-09,Pulau Pinang,97,29,24,6,38,24,59,14,none,0,0,133.0,0.6,59.43,23.63,93.05645
2025-06-10,Pulau Pinang,176,47,47,13,69,43,59,74,none,0,0,132.0,0.33,59.29,23.7,108.82138
2025-06-11,Pulau Pinang,141,36,35,7,63,48,63,30,none,0,0,131.0,0.44,53.0,24.17,92.44887
2025-06-12,Pulau Pinang,183,45,58,10,70,21,98,64,none,0,0,130.0,0.53,53.29,23.4,93.87943
2025-06-13,Pulau Pinang,54,19,10,3,22,4,44,6,none,0,0,129.0,0.8,60.86,23.03,54.739147
2025-06-14,Pulau Pinang,128,29,27,15,57,40,62,26,none,0,1,128.0,0.48,62.86,22.7,157.20416
2025-06-15,Pulau Pinang,267,72,71,11,113,25,202,40,none,0,1,127.0,0.75,71.71,22.43,204.74127
2025-06-16,Pulau Pinang,139,42,29,11,57,39,75,25,none,0,0,126.0,0.54,83.86,23.2,109.40748
2025-06-17,Pulau Pinang,125,36,34,4,51,23,72,30,none,0,0,125.0,0.57,86.14,23.07,109.40748
2025-06-18,Pulau Pinang,186,40,56,21,69,44,65,77,none,0,0,124.0,0.35,88.0,23.0,118.60683
2025-06-19,Pulau Pinang,92,24,27,5,36,21,38,33,none,0,0,123.0,0.41,88.29,23.83,112.81692
2025-06-20,Pulau Pinang,33,10,11,4,8,5,25,3,none,0,0,122.0,0.74,79.71,23.93,70.453575
2025-06-21,Pulau Pinang,81,18,23,5,35,20,42,19,none,0,1,121.0,0.51,77.0,24.0,166.69662
2025-06-22,Pulau Pinang,276,78,77,12,109,44,187,45,normal_spike,0,1,120.0,0.68,74.14,22.97,207.6998
2025-06-23,Pulau Pinang,57,16,12,5,24,14,36,7,none,0,0,119.0,0.62,72.0,24.37,88.0346
2025-06-24,Pulau Pinang,144,32,47,13,52,22,111,11,none,0,0,118.0,0.77,66.43,24.1,60.320107
2025-06-25,Pulau Pinang,146,32,41,12,61,29,95,22,none,0,0,117.0,0.65,72.0,23.43,87.74074
2025-06-26,Pulau Pinang,173,46,42,12,73,49,89,35,none,0,0,116.0,0.51,76.29,23.73,105.57382
2025-06-27,Pulau Pinang,0,0,0,0,0,0,0,0,none,0,0,115.0,0.0,83.57,24.97,0.3288893
2025-06-28,Pulau Pinang,56,11,15,1,29,8,37,11,none,0,1,114.0,0.65,80.0,24.07,205.26515
2025-06-29,Pulau Pinang,171,39,42,8,82,16,138,17,none,0,1,113.0,0.8,79.29,22.73,205.72408
2025-06-30,Pulau Pinang,61,17,19,2,23,5,50,6,none,0,0,112.0,0.81,72.29,23.1,50.55607
2025-07-01,Pulau Pinang,141,29,44,10,58,60,58,23,none,0,0,111.0,0.41,74.29,23.1,109.19043
2025-07-02,Pulau Pinang,113,27,31,6,49,47,46,20,none,0,0,110.0,0.4,66.71,24.13,106.27059
2025-07-03,Pulau Pinang,102,26,33,5,38,26,50,26,none,0,0,109.0,0.49,59.71,25.07,100.86369
2025-07-04,Pulau Pinang,47,14,13,3,17,3,32,12,none,0,0,108.0,0.67,54.14,25.37,72.282906
2025-07-05,Pulau Pinang,166,40,51,6,69,19,121,26,none,0,1,107.0,0.72,58.71,24.53,193.24738
2025-07-06,Pulau Pinang,250,64,68,14,104,16,216,18,none,0,1,106.0,0.86,70.71,23.87,209.19205
2025-07-07,Pulau Pinang,74,17,19,4,34,13,49,12,none,0,0,105.0,0.65,81.86,24.3,95.30587
2025-07-08,Pulau Pinang,81,22,18,8,33,9,58,14,none,0,0,104.0,0.71,81.71,24.73,85.43227
2025-07-09,Pulau Pinang,132,32,29,6,65,32,83,17,none,0,0,103.0,0.62,81.71,24.57,95.30587
2025-07-10,Pulau Pinang,126,33,28,8,57,38,46,42,none,0,0,102.0,0.36,87.0,24.83,121.31656
2025-07-11,Pulau Pinang,50,12,10,1,27,2,41,7,none,0,0,101.0,0.8,86.43,24.67,66.189316
2025-07-12,Pulau Pinang,153,36,40,7,70,35,85,33,none,0,1,100.0,0.55,87.71,23.13,176.81981
2025-07-13,Pulau Pinang,269,69,59,20,121,50,157,62,none,0,1,99.0,0.58,82.57,23.6,180.62663
2025-07-14,Pulau Pinang,74,16,23,2,33,6,55,13,none,0,0,98.0,0.73,74.14,25.13,76.171036
2025-07-15,Pulau Pinang,116,25,33,10,48,6,105,5,none,0,0,97.0,0.9,75.0,24.0,45.043186
2025-07-16,Pulau Pinang,118,29,32,9,48,27,76,15,none,0,0,96.0,0.64,81.71,23.37,97.53534
2025-07-17,Pulau Pinang,204,42,69,10,83,34,126,44,none,0,0,95.0,0.61,80.71,22.97,101.54385
2025-07-18,Pulau Pinang,36,9,12,3,12,0,32,4,none,0,0,94.0,0.86,92.14,23.33,63.684303
2025-07-19,Pulau Pinang,37,7,11,5,14,3,31,3,none,0,1,93.0,0.82,90.86,21.87,219.03868
2025-07-20,Pulau Pinang,228,65,56,8,99,19,191,18,none,0,1,92.0,0.83,83.14,21.27,225.34517
2025-07-21,Pulau Pinang,54,10,19,4,21,3,45,6,none,0,0,91.0,0.82,88.0,21.73,65.31619
2025-07-22,Pulau Pinang,95,19,37,7,32,11,76,8,none,0,0,90.0,0.79,86.57,21.17,65.69628
2025-07-23,Pulau Pinang,183,49,49,12,73,23,140,20,none,0,0,89.0,0.76,82.43,20.07,72.04999
2025-07-24,Pulau Pinang,139,38,34,10,57,24,110,5,none,0,0,88.0,0.79,91.57,20.37,66.77694
2025-07-25,Pulau Pinang,46,11,12,2,21,0,42,4,none,0,0,87.0,0.89,89.29,20.43,55.07323
2025-07-26,Pulau Pinang,147,43,21,10,73,44,68,35,none,0,1,86.0,0.46,90.71,19.47,173.09737
2025-07-27,Pulau Pinang,257,58,66,19,114,59,160,38,none,0,1,85.0,0.62,96.0,19.3,202.06055
2025-07-28,Pulau Pinang,38,12,8,2,16,1,36,1,none,0,0,84.0,0.92,91.57,21.27,53.392323
2025-07-29,Pulau Pinang,158,40,52,10,56,48,88,22,none,0,0,83.0,0.55,90.29,21.03,111.68667
2025-07-30,Pulau Pinang,180,51,47,13,69,53,101,26,none,0,0,82.0,0.56,92.0,22.1,111.68667
2025-07-31,Pulau Pinang,125,26,42,8,49,15,97,13,none,0,0,81.0,0.77,86.43,23.7,72.308754
2025-08-01,Pulau Pinang,36,7,8,3,18,3,32,1,none,0,0,80.0,0.86,84.57,22.2,64.494225
2025-08-02,Pulau Pinang,42,7,9,0,26,3,38,1,none,0,1,79.0,0.88,83.14,20.73,214.0645
2025-08-03,Pulau Pinang,376,90,98,14,174,66,238,72,normal_spike,0,1,78.0,0.63,78.86,19.97,191.27686
2025-08-04,Pulau Pinang,52,13,13,5,21,7,40,5,none,0,0,77.0,0.75,90.0,22.07,76.7718
2025-08-05,Pulau Pinang,87,17,26,5,39,47,30,10,none,0,0,76.0,0.34,90.57,21.67,121.266106
2025-08-06,Pulau Pinang,121,34,41,4,42,24,68,29,none,0,0,75.0,0.56,82.29,22.7,110.45781
2025-08-07,Pulau Pinang,137,25,44,15,53,22,89,26,none,0,0,74.0,0.64,77.57,23.07,97.986336
2025-08-08,Pulau Pinang,31,7,7,3,14,0,30,1,none,0,0,73.0,0.94,76.43,23.5,51.374565
2025-08-09,Pulau Pinang,169,53,44,9,63,18,113,38,none,0,1,72.0,0.66,76.14,22.43,207.51709
2025-08-10,Pulau Pinang,233,53,74,9,97,25,183,25,none,0,1,71.0,0.78,86.86,21.77,223.01617
2025-08-11,Pulau Pinang,47,9,9,1,28,3,34,10,none,0,0,70.0,0.71,79.0,22.53,80.93289
2025-08-12,Pulau Pinang,125,33,42,7,43,64,43,18,none,0,0,69.0,0.34,78.14,21.47,117.27398
2025-08-13,Pulau Pinang,148,38,42,16,52,30,98,20,none,0,0,68.0,0.66,80.0,21.93,90.806496
2025-08-14,Pulau Pinang,142,35,38,9,60,30,96,16,none,0,0,67.0,0.67,84.29,22.73,94.92935
2025-08-15,Pulau Pinang,53,10,15,3,25,6,45,2,none,0,0,66.0,0.83,85.29,23.53,64.34795
2025-08-16,Pulau Pinang,105,32,25,7,41,14,67,24,none,0,1,65.0,0.63,87.43,22.83,204.05159
2025-08-17,Pulau Pinang,299,59,82,22,136,33,235,31,normal_spike,0,1,64.0,0.78,80.86,22.17,234.98859
2025-08-18,Pulau Pinang,67,15,18,6,28,6,58,3,none,0,0,63.0,0.85,88.29,23.27,76.32036
2025-08-19,Pulau Pinang,104,20,32,5,47,8,87,9,none,0,0,62.0,0.83,91.71,23.37,76.32036
2025-08-20,Pulau Pinang,111,18,41,3,49,31,47,33,none,0,0,61.0,0.42,98.0,23.0,136.5114
2025-08-21,Pulau Pinang,121,31,33,7,50,29,59,33,none,0,0,60.0,0.48,90.71,23.93,127.68242
2025-08-22,Pulau Pinang,86,22,26,8,30,37,39,10,none,0,0,59.0,0.45,85.43,24.53,127.68242
2025-08-23,Pulau Pinang,0,0,0,0,0,0,0,0,none,0,1,58.0,0.0,84.57,25.0,23.139595
2025-08-24,Pulau Pinang,227,51,56,13,107,40,163,24,none,0,1,57.0,0.71,75.0,24.2,216.84212
2025-08-25,Pulau Pinang,33,9,9,2,13,2,28,3,none,0,0,56.0,0.82,64.71,25.53,56.585655
2025-08-26,Pulau Pinang,132,37,34,5,56,30,93,9,none,0,0,55.0,0.7,60.43,24.13,79.661865
2025-08-27,Pulau Pinang,99,19,23,9,48,10,84,5,none,0,0,54.0,0.84,61.29,23.17,45.4644
2025-08-28,Pulau Pinang,134,41,32,9,52,24,85,25,none,0,0,53.0,0.63,66.57,23.47,88.73143
2025-08-29,Pulau Pinang,50,10,11,1,28,2,44,4,none,0,0,52.0,0.86,70.29,22.67,48.341084
2025-08-30,Pulau Pinang,125,32,32,10,51,32,70,23,none,0,1,51.0,0.56,71.0,20.97,160.56903
2025-08-31,Pulau Pinang,257,75,69,16,97,30,161,66,none,0,1,50.0,0.62,81.0,21.53,201.08904
2025-09-01,Pulau Pinang,43,14,10,0,19,12,26,5,none,0,0,49.0,0.59,80.71,22.43,110.56139
2025-09-02,Pulau Pinang,79,20,20,5,34,8,60,11,none,0,0,48.0,0.75,80.43,22.73,76.27593
2025-09-03,Pulau Pinang,131,31,36,9,55,17,63,51,none,0,0,47.0,0.48,75.71,20.8,111.99569
2025-09-04,Pulau Pinang,123,32,33,10,48,45,64,14,none,0,0,46.0,0.52,72.71,21.13,104.7141
2025-09-05,Pulau Pinang,0,0,0,0,0,0,0,0,none,0,0,45.0,0.0,69.71,21.07,16.46862
2025-09-06,Pulau Pinang,126,33,27,12,54,24,86,16,none,0,1,44.0,0.68,63.43,20.27,192.26717
2025-09-07,Pulau Pinang,182,36,55,13,78,17,145,20,none,0,1,43.0,0.79,65.71,20.33,200.04483
2025-09-08,Pulau Pinang,47,10,10,6,21,3,43,1,none,0,0,42.0,0.9,63.43,20.9,35.72826
2025-09-09,Pulau Pinang,145,36,38,15,56,32,92,21,none,0,0,41.0,0.63,65.86,20.4,92.01313
2025-09-10,Pulau Pinang,110,30,28,9,43,27,71,12,none,0,0,40.0,0.64,70.43,20.63,92.772385
2025-09-11,Pulau Pinang,206,58,54,12,82,39,129,38,none,0,0,39.0,0.62,71.57,21.43,92.772385
2025-09-12,Pulau Pinang,56,13,17,4,22,2,50,4,none,0,0,38.0,0.88,80.86,20.6,52.851208
2025-09-13,Pulau Pinang,66,18,20,5,23,16,38,12,none,0,1,37.0,0.57,88.0,19.67,175.5769
2025-09-14,Pulau Pinang,214,55,63,9,87,23,156,35,none,0,1,36.0,0.73,81.14,19.2,217.57472
2025-09-15,Pulau Pinang,0,0,0,0,0,0,0,0,none,0,0,35.0,0.0,82.71,19.77,3.679799
2025-09-16,Pulau Pinang,73,17,22,5,29,11,45,17,none,0,0,34.0,0.61,76.57,19.3,97.79641
2025-09-17,Pulau Pinang,108,30,28,3,47,16,78,14,none,0,0,33.0,0.72,69.86,18.57,74.72192
2025-09-18,Pulau Pinang,106,28,27,6,45,20,63,23,none,0,0,32.0,0.59,70.86,18.9,101.443115
2025-09-19,Pulau Pinang,45,7,14,3,21,3,40,2,none,0,0,31.0,0.87,61.43,19.3,37.54537
2025-09-20,Pulau Pinang,51,16,10,4,21,13,28,10,none,0,1,30.0,0.54,60.0,18.37,138.7174
2025-09-21,Pulau Pinang,171,47,45,10,69,28,129,14,none,0,1,29.0,0.75,58.57,17.83,173.62521
2025-09-22,Pulau Pinang,46,16,6,2,22,5,39,2,none,0,0,28.0,0.83,54.71,17.53,33.62655
2025-09-23,Pulau Pinang,171,45,42,12,72,63,76,32,none,0,0,27.0,0.44,60.29,17.7,93.818016
2025-09-24,Pulau Pinang,103,27,29,7,40,14,75,14,none,0,0,26.0,0.72,64.71,18.47,69.71065
2025-09-25,Pulau Pinang,223,65,63,13,82,24,156,43,none,0,0,25.0,0.7,64.29,18.87,82.074936
2025-09-26,Pulau Pinang,51,15,13,2,21,2,46,3,none,0,0,24.0,0.88,77.57,18.67,44.73932
2025-09-27,Pulau Pinang,101,28,21,7,45,28,62,11,none,0,1,23.0,0.61,78.43,18.4,176.58861
2025-09-28,Pulau Pinang,293,84,65,23,121,17,242,34,normal_spike,0,1,22.0,0.82,83.29,18.53,211.08543
2025-09-29,Pulau Pinang,52,21,12,1,18,2,43,7,none,0,0,21.0,0.81,99.43,19.03,62.71884
2025-09-30,Pulau Pinang,109,21,35,5,48,52,34,23,none,0,0,20.0,0.31,100.0,18.03,116.07817
2025-10-01,Pulau Pinang,220,56,55,13,96,42,149,29,none,0,0,19.0,0.67,94.0,18.77,75.90498
2025-10-02,Pulau Pinang,173,41,48,12,72,33,116,24,none,0,0,18.0,0.67,104.57,19.77,100.71639
2025-10-03,Pulau Pinang,27,5,7,1,14,0,25,2,none,0,0,17.0,0.89,98.86,20.6,63.65054
2025-10-04,Pulau Pinang,143,34,38,14,57,20,100,23,none,0,1,16.0,0.69,95.86,20.03,217.81427
2025-10-05,Pulau Pinang,201,60,51,9,81,15,174,12,none,0,1,15.0,0.86,101.29,19.2,235.72523
2025-10-06,Pulau Pinang,41,9,10,0,22,3,34,4,none,0,0,14.0,0.81,91.57,19.7,70.283394
2025-10-07,Pulau Pinang,109,24,26,3,56,15,69,25,none,0,0,13.0,0.63,90.29,19.0,101.26256
2025-10-08,Pulau Pinang,191,50,41,15,85,31,110,50,none,0,0,12.0,0.57,95.29,18.93,113.862724
2025-10-09,Pulau Pinang,120,41,24,4,51,25,70,25,none,0,0,11.0,0.58,89.71,19.87,113.862724
2025-10-10,Pulau Pinang,43,13,9,4,17,1,40,2,none,0,0,10.0,0.91,83.14,19.63,49.693153
2025-10-11,Pulau Pinang,0,0,0,0,0,0,0,0,none,0,1,9.0,0.0,85.29,18.77,12.434824
2025-10-12,Pulau Pinang,194,54,47,9,84,34,126,34,none,0,1,8.0,0.65,71.0,17.47,189.98155
2025-10-13,Pulau Pinang,43,9,11,2,21,2,38,3,none,0,0,7.0,0.86,64.14,18.53,43.683365
2025-10-14,Pulau Pinang,108,24,45,9,30,41,52,15,none,0,0,6.0,0.48,64.71,18.07,100.15417
2025-10-15,Pulau Pinang,129,34,34,6,55,27,80,22,none,0,0,5.0,0.62,62.29,18.67,79.017235
2025-10-16,Pulau Pinang,158,41,42,14,61,27,90,41,none,0,0,4.0,0.57,58.0,19.57,91.32299
2025-10-17,Pulau Pinang,36,10,11,1,14,2,31,3,none,0,0,3.0,0.84,60.86,20.1,48.59617
2025-10-18,Pulau Pinang,52,17,5,5,25,9,29,14,none,0,1,2.0,0.55,59.57,19.63,136.75812
2025-10-19,Pulau Pinang,92,26,18,3,45,13,69,10,none,0,1,1.0,0.74,63.71,19.27,144.53912
2025-10-20,Pulau Pinang,62,17,16,1,28,0,62,0,none,1,0,0.0,0.98,55.57,19.6,0.33019567
2025-10-21,Pulau Pinang,63,13,21,4,25,0,63,0,none,0,0,65.0,0.98,59.0,19.17,33.630337
2025-10-22,Pulau Pinang,85,16,24,5,40,12,57,16,none,0,0,64.0,0.66,60.57,18.23,86.6564
2025-10-23,Pulau Pinang,85,26,21,4,34,16,48,21,none,0,0,63.0,0.56,57.29,18.47,97.69711
2025-10-24,Pulau Pinang,42,12,11,5,14,3,36,3,none,0,0,62.0,0.84,51.29,16.9,42.609848
2025-10-25,Pulau Pinang,81,21,17,4,39,11,53,17,none,0,1,61.0,0.65,52.0,16.53,150.6503
2025-10-26,Pulau Pinang,192,49,60,13,70,0,192,0,none,0,1,60.0,0.99,55.43,16.1,146.46019
2025-10-27,Pulau Pinang,63,15,19,6,23,6,52,5,none,0,0,59.0,0.81,73.0,16.03,61.79482
2025-10-28,Pulau Pinang,158,37,37,8,76,44,66,48,none,0,0,58.0,0.42,71.57,15.3,104.003426
2025-10-29,Pulau Pinang,155,39,38,12,66,19,110,26,none,0,0,57.0,0.71,72.0,16.2,81.95297
2025-10-30,Pulau Pinang,169,48,41,8,72,33,114,22,none,0,0,56.0,0.67,79.57,16.77,92.20383
2025-10-31,Pulau Pinang,45,10,9,2,24,2,38,5,none,0,0,55.0,0.83,89.0,16.13,64.52245
2025-11-01,Pulau Pinang,80,22,26,1,31,14,52,14,none,0,1,54.0,0.64,89.29,14.8,202.02002
2025-11-02,Pulau Pinang,213,54,55,12,92,19,179,15,none,0,1,53.0,0.84,89.14,14.17,228.38263
2025-11-03,Pulau Pinang,57,19,18,1,19,8,43,6,none,0,0,52.0,0.74,87.29,14.8,74.769295
2025-11-04,Pulau Pinang,232,58,64,17,93,76,123,33,none,0,0,51.0,0.53,86.0,14.4,105.78863
2025-11-05,Pulau Pinang,109,19,37,8,45,12,68,29,none,0,0,50.0,0.62,94.14,16.43,94.12235
2025-11-06,Pulau Pinang,148,34,39,14,61,31,80,37,none,0,0,49.0,0.54,88.14,16.73,108.02458
2025-11-07,Pulau Pinang,54,18,14,2,20,6,39,9,none,0,0,48.0,0.71,83.29,17.27,84.88925
2025-11-08,Pulau Pinang,84,20,34,5,25,14,50,20,none,0,1,47.0,0.59,83.43,16.43,187.53127
2025-11-09,Pulau Pinang,256,64,72,10,110,39,168,49,none,0,1,46.0,0.65,83.14,16.07,218.04297
2025-11-10,Pulau Pinang,40,4,11,3,22,4,33,3,none,0,0,45.0,0.8,81.57,17.33,67.398544
2025-11-11,Pulau Pinang,94,28,25,7,34,14,60,20,none,0,0,44.0,0.63,80.14,17.47,93.832306
2025-11-12,Pulau Pinang,145,29,35,14,67,10,106,29,none,0,0,43.0,0.73,71.14,16.8,66.460724
2025-11-13,Pulau Pinang,97,22,28,8,39,45,39,13,none,0,0,42.0,0.4,76.57,17.07,109.949715
2025-11-14,Pulau Pinang,32,9,9,2,12,2,29,1,none,0,0,41.0,0.88,70.71,17.2,41.863052
2025-11-15,Pulau Pinang,119,31,30,7,51,29,71,19,none,0,1,40.0,0.59,69.29,16.37,161.52425
2025-11-16,Pulau Pinang,444,100,123,23,198,29,372,43,extreme_spike,0,1,39.0,0.84,72.29,16.43,203.50792
2025-11-17,Pulau Pinang,55,5,19,3,28,6,44,5,none,0,0,38.0,0.79,101.43,17.33,66.9458
2025-11-18,Pulau Pinang,163,46,41,13,63,43,98,22,none,0,0,37.0,0.6,103.0,17.23,98.8809
2025-11-19,Pulau Pinang,125,39,29,7,50,16,87,22,none,0,0,36.0,0.69,108.43,18.23,91.84796
2025-11-20,Pulau Pinang,119,21,34,10,54,18,91,10,none,0,0,35.0,0.76,105.71,18.77,70.52169
2025-11-21,Pulau Pinang,40,13,15,4,8,1,38,1,none,0,0,34.0,0.93,113.14,19.37,61.953506
2025-11-22,Pulau Pinang,148,47,29,4,68,25,82,41,none,0,1,33.0,0.55,114.43,19.0,190.88712
2025-11-23,Pulau Pinang,169,52,37,4,76,24,123,22,none,0,1,32.0,0.72,116.0,19.3,221.59105
2025-11-24,Pulau Pinang,43,6,10,3,24,4,34,5,none,0,0,31.0,0.77,80.43,20.0,69.6481
2025-11-25,Pulau Pinang,125,26,28,12,59,18,91,16,none,0,0,30.0,0.72,79.0,19.77,74.935745
2025-11-26,Pulau Pinang,140,30,31,17,62,20,105,15,none,0,0,29.0,0.74,78.0,20.37,70.03159
2025-11-27,Pulau Pinang,177,49,46,18,64,27,113,37,none,0,0,28.0,0.63,80.57,20.83,93.38145
2025-11-28,Pulau Pinang,38,5,12,3,18,0,32,6,none,0,0,27.0,0.82,83.71,20.27,62.57333
2025-11-29,Pulau Pinang,117,35,34,7,41,21,78,18,none,0,1,26.0,0.66,82.86,19.63,210.28822
2025-11-30,Pulau Pinang,144,34,41,7,62,14,109,21,none,0,1,25.0,0.75,82.29,19.23,214.7199
2025-12-01,Pulau Pinang,40,8,5,5,22,2,38,0,none,0,0,24.0,0.93,80.29,19.63,52.079247
2025-12-02,Pulau Pinang,98,23,22,11,42,25,58,15,none,0,0,23.0,0.59,80.86,19.23,106.88257
2025-12-03,Pulau Pinang,162,47,40,9,66,16,128,18,none,0,0,22.0,0.79,76.14,19.43,54.877853
2025-12-04,Pulau Pinang,174,40,48,11,75,30,98,46,none,0,0,21.0,0.56,79.43,19.7,104.16361
2025-12-05,Pulau Pinang,50,13,14,1,22,2,44,4,none,0,0,20.0,0.86,77.29,18.17,55.5724
2025-12-06,Pulau Pinang,135,35,23,8,69,32,88,15,none,0,1,19.0,0.65,79.0,17.83,200.57776
2025-12-07,Pulau Pinang,253,58,54,13,128,28,199,26,none,0,1,18.0,0.78,80.43,17.87,224.26773
2025-12-08,Pulau Pinang,45,11,10,3,21,3,41,1,none,0,0,17.0,0.89,93.29,18.6,58.7648
2025-12-09,Pulau Pinang,135,26,36,10,63,70,54,11,none,0,0,16.0,0.4,93.71,18.23,115.79027
2025-12-10,Pulau Pinang,104,22,32,6,44,14,70,20,none,0,0,15.0,0.67,93.14,19.27,98.37303
2025-12-11,Pulau Pinang,139,35,35,8,61,15,90,34,none,0,0,14.0,0.64,84.86,19.6,101.26256
2025-12-12,Pulau Pinang,33,7,10,3,13,1,29,3,none,0,0,13.0,0.85,83.71,19.63,68.65153
2025-12-13,Pulau Pinang,171,46,41,12,72,73,78,20,none,0,1,12.0,0.45,81.57,19.33,173.42633
2025-12-14,Pulau Pinang,317,76,80,17,144,38,250,29,normal_spike,0,1,11.0,0.79,80.14,20.27,217.1071
2025-12-15,Pulau Pinang,32,12,7,2,11,3,27,2,none,0,0,10.0,0.82,87.43,21.47,59.13898
2025-12-16,Pulau Pinang,173,42,46,13,72,64,61,48,none,0,0,9.0,0.35,85.43,20.6,115.110695
2025-12-17,Pulau Pinang,90,22,34,5,29,18,54,18,none,0,0,8.0,0.59,86.43,21.77,108.99186
2025-12-18,Pulau Pinang,150,37,45,13,55,32,83,35,none,0,0,7.0,0.55,84.14,22.17,108.99186
2025-12-19,Pulau Pinang,38,5,9,3,21,1,34,3,none,0,0,6.0,0.87,83.14,21.8,54.317745
2025-12-20,Pulau Pinang,94,29,24,6,35,8,67,19,none,0,1,5.0,0.71,83.86,21.3,213.21397
2025-12-21,Pulau Pinang,237,57,58,12,110,28,177,32,none,0,1,4.0,0.74,82.29,20.97,214.87946
2025-12-22,Pulau Pinang,47,15,10,4,18,2,43,2,none,0,0,3.0,0.9,71.86,21.87,43.30795
2025-12-23,Pulau Pinang,106,28,25,4,49,26,68,12,none,0,0,2.0,0.64,74.14,21.1,85.290794
2025-12-24,Pulau Pinang,113,25,33,11,44,16,67,30,none,0,0,1.0,0.59,75.14,21.17,97.576225
2025-12-25,Pulau Pinang,105,30,29,2,44,8,81,16,none,1,0,0.0,0.76,77.0,21.57,61.3146
2025-12-26,Pulau Pinang,50,12,12,3,23,4,44,2,none,0,0,,0.86,76.71,21.23,46.21162
2025-12-27,Pulau Pinang,40,8,13,4,15,3,29,8,none,0,1,,0.71,78.14,20.7,172.19151
2025-12-28,Pulau Pinang,226,51,55,18,102,23,174,29,none,0,1,,0.77,72.71,19.9,170.98885
