date,state,daily,blood_a,blood_b,blood_ab,blood_o,donations_new,donations_regular,donations_irregular,spike_flag,is_holiday,is_weekend,days_to_holiday,regular_ratio,7dayave_regular,30dayave_new
2024-02-12,Pahang,0,0,0,0,0,0,0,0,none,0,0,58.0,0.0,30.29,16.2
2024-02-13,Pahang,122,39,27,4,52,19,75,28,none,0,0,57.0,0.61,29.0,15.73
2024-02-14,Pahang,83,24,20,4,35,37,34,12,none,0,0,56.0,0.4,36.0,16.03
2024-02-15,Pahang,49,9,15,5,20,12,20,17,none,0,0,55.0,0.4,39.14,16.8
2024-02-16,Pahang,107,31,29,4,43,69,35,3,none,0,0,54.0,0.32,37.0,16.13
2024-02-17,Pahang,36,8,13,6,9,5,29,2,none,0,1,53.0,0.78,38.71,16.17
2024-02-18,Pahang,180,37,48,7,88,42,105,33,normal_spike,0,1,52.0,0.58,27.57,16.33
2024-02-19,Pahang,23,3,8,1,11,1,19,3,none,0,0,51.0,0.79,42.57,17.73
2024-02-20,Pahang,78,20,14,4,40,29,32,17,none,0,0,50.0,0.41,45.29,17.1
2024-02-21,Pahang,112,32,35,9,36,46,51,15,none,0,0,49.0,0.45,39.14,16.97
2024-02-22,Pahang,100,19,29,7,45,31,52,17,none,0,0,48.0,0.51,41.57,18.1
2024-02-23,Pahang,32,5,13,2,12,1,29,2,none,0,0,47.0,0.88,46.14,18.77
2024-02-24,Pahang,118,33,35,10,40,113,4,1,none,0,1,46.0,0.03,45.29,18.77
2024-02-25,Pahang,87,19,22,4,42,18,57,12,none,0,1,45.0,0.65,41.71,21.87
2024-02-26,Pahang,78,14,31,2,31,25,30,23,none,0,0,44.0,0.38,34.86,22.47
2024-02-27,Pahang,41,14,10,1,16,19,19,3,none,0,0,43.0,0.45,36.43,19.7
2024-02-28,Pahang,71,23,22,2,24,25,41,5,none,0,0,42.0,0.57,34.57,19.9
2024-02-29,Pahang,134,33,42,9,50,58,51,25,normal_spike,0,0,41.0,0.38,33.14,20.67
2024-03-01,Pahang,14,1,6,1,6,1,12,1,none,0,0,40.0,0.8,33.0,22.33
2024-03-02,Pahang,137,37,33,13,54,30,95,12,normal_spike,0,1,39.0,0.69,30.57,21.87
2024-03-03,Pahang,108,32,18,6,52,9,92,7,none,0,1,38.0,0.84,43.57,22.83
2024-03-04,Pahang,32,8,4,3,17,1,24,7,none,0,0,37.0,0.73,48.57,23.1
2024-03-05,Pahang,21,7,6,1,7,4,16,1,none,0,0,36.0,0.73,47.71,22.83
2024-03-06,Pahang,157,36,40,15,66,56,88,13,normal_spike,0,0,35.0,0.56,47.29,22.3
2024-03-07,Pahang,171,47,42,11,71,58,85,28,normal_spike,0,0,34.0,0.49,54.0,24.1
2024-03-08,Pahang,20,2,6,2,10,2,17,1,none,0,0,33.0,0.81,58.86,25.4
2024-03-09,Pahang,130,24,49,6,51,20,98,12,normal_spike,0,1,32.0,0.75,59.57,25.47
2024-03-10,Pahang,250,68,61,24,97,34,195,21,extreme_spike,0,1,31.0,0.78,60.0,25.27
2024-03-11,Pahang,47,11,12,3,21,3,42,2,none,0,0,30.0,0.88,74.71,26.37
2024-03-12,Pahang,7,1,1,0,5,0,7,0,none,0,0,29.0,0.88,77.29,25.6
2024-03-13,Pahang,64,16,19,2,27,9,46,9,none,0,0,28.0,0.71,76.0,25.6
2024-03-14,Pahang,44,8,13,3,20,12,21,11,none,0,0,27.0,0.47,70.0,25.9
2024-03-15,Pahang,4,2,0,0,2,0,3,1,none,0,0,26.0,0.6,60.86,25.67
2024-03-16,Pahang,100,24,25,4,47,21,66,13,none,0,1,25.0,0.65,58.86,24.43
2024-03-17,Pahang,66,18,15,6,27,21,39,6,none,0,1,24.0,0.58,54.29,24.73
2024-03-18,Pahang,33,5,15,2,11,10,15,8,none,0,0,23.0,0.44,32.0,23.13
2024-03-19,Pahang,56,16,13,4,23,16,30,10,none,0,0,22.0,0.53,28.14,23.3
2024-03-20,Pahang,17,6,8,1,2,0,13,4,none,0,0,21.0,0.72,31.43,22.43
2024-03-21,Pahang,43,10,13,1,19,12,22,9,none,0,0,20.0,0.5,26.71,22.4
2024-03-22,Pahang,51,7,15,0,29,13,30,8,none,0,0,19.0,0.58,26.86,21.83
2024-03-23,Pahang,54,16,11,2,25,6,37,11,none,0,1,18.0,0.67,30.71,20.73
2024-03-24,Pahang,189,45,49,6,89,56,105,28,normal_spike,0,1,17.0,0.55,26.57,19.9
2024-03-25,Pahang,6,1,1,0,4,0,5,1,none,0,0,16.0,0.71,36.0,21.73
2024-03-26,Pahang,91,23,25,5,38,16,53,22,none,0,0,15.0,0.58,34.57,17.97
2024-03-27,Pahang,4,1,1,0,2,0,4,0,none,0,0,14.0,0.8,37.86,17.9
2024-03-28,Pahang,91,29,23,5,34,15,70,6,none,0,0,13.0,0.76,36.57,17.07
2024-03-29,Pahang,30,7,7,3,13,8,17,5,none,0,0,12.0,0.55,43.43,16.93
2024-03-30,Pahang,66,11,25,4,26,18,44,4,none,0,1,11.0,0.66,41.57,16.37
2024-03-31,Pahang,95,23,24,6,42,31,53,11,none,0,1,10.0,0.55,42.57,15.03
2024-04-01,Pahang,6,2,2,1,1,1,5,0,none,0,0,9.0,0.71,35.14,16.03
2024-04-02,Pahang,67,22,23,3,19,15,38,14,none,0,0,8.0,0.56,35.14,15.07
2024-04-03,Pahang,4,0,1,0,3,0,4,0,none,0,0,7.0,0.8,33.0,15.27
2024-04-04,Pahang,133,43,38,7,45,44,59,30,normal_spike,0,0,6.0,0.44,33.0,15.23
2024-04-05,Pahang,28,5,8,2,13,5,18,5,none,0,0,5.0,0.62,31.43,16.57
2024-04-06,Pahang,35,5,9,1,20,6,25,4,none,0,1,4.0,0.69,31.57,14.87
2024-04-07,Pahang,156,48,43,8,57,22,109,25,normal_spike,0,1,3.0,0.69,28.86,13.13
2024-04-08,Pahang,50,12,13,7,18,2,44,4,none,0,0,2.0,0.86,36.86,13.8
2024-04-09,Pahang,5,1,1,0,3,0,5,0,none,0,0,1.0,0.83,42.43,13.2
2024-04-10,Pahang,0,0,0,0,0,0,0,0,none,1,0,0.0,0.0,37.71,12.07
2024-04-11,Pahang,0,0,0,0,0,0,0,0,none,1,0,0.0,0.0,37.14,11.97
2024-04-12,Pahang,21,4,7,0,10,3,18,0,none,0,0,66.0,0.82,28.71,11.97
2024-04-13,Pahang,41,8,13,2,18,2,35,4,none,0,1,65.0,0.83,28.71,11.77
2024-04-14,Pahang,123,33,33,4,53,16,96,11,normal_spike,0,1,64.0,0.77,30.14,11.43
2024-04-15,Pahang,22,7,5,1,9,1,21,0,none,0,0,63.0,0.91,28.29,11.97
2024-04-16,Pahang,78,19,23,6,30,9,49,20,none,0,0,62.0,0.62,25.0,11.3
2024-04-17,Pahang,66,14,17,5,30,14,45,7,none,0,0,61.0,0.67,31.29,10.9
2024-04-18,Pahang,65,18,18,4,25,10,48,7,none,0,0,60.0,0.73,37.71,11.03
2024-04-19,Pahang,62,18,10,7,27,13,40,9,none,0,0,59.0,0.63,44.57,10.83
2024-04-20,Pahang,131,35,45,7,44,19,89,23,normal_spike,0,1,58.0,0.67,47.71,11.27
2024-04-21,Pahang,249,59,67,14,109,31,183,35,extreme_spike,0,1,57.0,0.73,55.43,11.5
2024-04-22,Pahang,29,6,8,3,12,1,25,3,none,0,0,56.0,0.83,67.86,12.1
2024-04-23,Pahang,46,9,12,3,22,5,31,10,none,0,0,55.0,0.66,68.43,11.93
2024-04-24,Pahang,70,21,21,3,25,37,32,1,none,0,0,54.0,0.45,65.86,10.23
2024-04-25,Pahang,85,20,27,3,35,13,62,10,none,0,0,53.0,0.72,64.0,11.47
2024-04-26,Pahang,39,14,9,1,15,12,17,10,none,0,0,52.0,0.42,66.0,11.37
2024-04-27,Pahang,32,10,5,0,17,11,16,5,none,0,1,51.0,0.48,62.71,11.77
2024-04-28,Pahang,81,18,17,4,42,9,63,9,none,0,1,50.0,0.77,52.29,11.63
2024-04-29,Pahang,23,3,11,1,8,0,19,4,none,0,0,49.0,0.79,35.14,11.67
2024-04-30,Pahang,67,18,15,7,27,8,46,13,none,0,0,48.0,0.68,34.29,11.07
2024-05-01,Pahang,159,34,48,9,68,27,113,19,normal_spike,0,0,47.0,0.71,36.43,10.3
2024-05-02,Pahang,19,3,6,0,10,0,18,1,none,0,0,46.0,0.9,48.0,11.17
2024-05-03,Pahang,24,10,8,1,5,1,20,3,none,0,0,45.0,0.8,41.71,10.67
2024-05-04,Pahang,38,7,16,2,13,6,29,3,none,0,1,44.0,0.74,42.14,10.7
2024-05-05,Pahang,61,14,22,1,24,3,48,10,none,0,1,43.0,0.77,44.0,9.43
2024-05-06,Pahang,27,7,10,1,9,0,25,2,none,0,0,42.0,0.89,41.86,9.37
2024-05-07,Pahang,85,21,21,4,39,38,36,11,none,0,0,41.0,0.42,42.71,9.17
2024-05-08,Pahang,132,40,38,7,47,35,66,31,normal_spike,0,0,40.0,0.5,41.29,9.7
2024-05-09,Pahang,21,7,5,1,8,1,20,0,none,0,0,39.0,0.91,34.57,10.8
2024-05-10,Pahang,16,4,4,1,7,0,14,2,none,0,0,38.0,0.82,34.86,10.83
2024-05-11,Pahang,89,23,24,6,36,44,43,2,none,0,1,37.0,0.48,34.0,10.83
2024-05-12,Pahang,128,39,38,5,46,63,51,14,normal_spike,0,1,36.0,0.4,36.0,12.3
2024-05-13,Pahang,16,8,1,0,7,1,12,3,none,0,0,35.0,0.71,36.43,14.3
2024-05-14,Pahang,14,2,3,0,9,1,12,1,none,0,0,34.0,0.8,34.57,14.27
2024-05-15,Pahang,115,22,38,5,50,33,67,15,none,0,0,33.0,0.58,31.14,13.77
2024-05-16,Pahang,98,31,27,6,34,17,52,29,none,0,0,32.0,0.53,31.29,14.83
2024-05-17,Pahang,23,10,5,1,7,2,17,4,none,0,0,31.0,0.71,35.86,15.1
2024-05-18,Pahang,88,20,33,4,31,72,14,2,none,0,1,30.0,0.16,36.29,14.7
2024-05-19,Pahang,170,37,49,11,73,87,69,14,normal_spike,0,1,29.0,0.4,32.14,16.77
2024-05-20,Pahang,18,5,6,0,7,0,16,2,none,0,0,28.0,0.84,34.71,19.23
2024-05-21,Pahang,45,14,10,1,20,12,29,4,none,0,0,27.0,0.63,35.29,18.6
2024-05-22,Pahang,118,36,31,6,45,18,80,20,none,0,0,26.0,0.67,37.71,17.97
2024-05-23,Pahang,115,36,34,6,39,44,63,8,none,0,0,25.0,0.54,39.57,18.53
2024-05-24,Pahang,43,12,12,4,15,5,22,16,none,0,0,24.0,0.5,41.14,19.83
2024-05-25,Pahang,79,17,16,8,38,43,25,11,none,0,1,23.0,0.31,41.86,18.77
2024-05-26,Pahang,71,16,21,2,32,8,58,5,none,0,1,22.0,0.81,43.43,19.77
2024-05-27,Pahang,18,4,4,1,9,2,14,2,none,0,0,21.0,0.74,41.86,19.63
2024-05-28,Pahang,42,14,4,4,20,8,29,5,none,0,0,20.0,0.67,41.57,19.33
2024-05-29,Pahang,43,8,12,5,18,10,26,7,none,0,0,19.0,0.59,41.57,19.3
2024-05-30,Pahang,53,17,10,4,22,15,30,8,none,0,0,18.0,0.56,33.86,19.63
2024-05-31,Pahang,17,5,4,0,8,0,14,3,none,0,0,17.0,0.78,29.14,19.87
2024-06-01,Pahang,0,0,0,0,0,0,0,0,none,0,1,16.0,0.0,28.0,18.97
2024-06-02,Pahang,151,43,39,13,56,28,92,31,normal_spike,0,1,15.0,0.61,24.43,18.97
2024-06-03,Pahang,92,23,25,4,40,11,70,11,none,0,0,14.0,0.75,29.29,19.87
2024-06-04,Pahang,18,5,6,1,6,2,14,2,none,0,0,13.0,0.74,37.29,20.03
2024-06-05,Pahang,39,12,9,3,15,5,30,4,none,0,0,12.0,0.75,35.14,20.0
2024-06-06,Pahang,148,35,39,14,60,21,81,46,normal_spike,0,0,11.0,0.54,35.71,20.17
2024-06-07,Pahang,21,5,5,0,11,3,18,0,none,0,0,10.0,0.82,43.0,19.6
2024-06-08,Pahang,99,17,25,3,54,34,55,10,none,0,1,9.0,0.55,43.57,18.53
2024-06-09,Pahang,92,29,23,5,35,11,70,11,none,0,1,8.0,0.75,51.43,19.63
2024-06-10,Pahang,56,12,14,5,25,19,36,1,none,0,0,7.0,0.63,48.29,20.0
2024-06-11,Pahang,68,16,18,5,29,14,44,10,none,0,0,6.0,0.64,43.43,19.17
2024-06-12,Pahang,64,20,18,1,25,17,36,11,none,0,0,5.0,0.55,47.71,17.53
2024-06-13,Pahang,73,18,26,3,26,16,46,11,none,0,0,4.0,0.62,48.57,18.07
2024-06-14,Pahang,139,32,40,10,57,12,108,19,normal_spike,0,0,3.0,0.77,43.57,18.57
2024-06-15,Pahang,70,15,15,5,35,14,50,6,none,0,1,2.0,0.7,56.43,17.87
2024-06-16,Pahang,29,10,9,1,9,13,9,7,none,0,1,1.0,0.3,55.71,17.77
2024-06-17,Pahang,0,0,0,0,0,0,0,0,none,1,0,0.0,0.0,47.0,18.13
2024-06-18,Pahang,17,3,7,0,7,1,15,1,none,0,0,135.0,0.83,41.86,15.73
2024-06-19,Pahang,12,3,5,0,4,1,10,1,none,0,0,134.0,0.77,37.71,12.87
2024-06-20,Pahang,63,9,16,7,31,32,29,2,none,0,0,133.0,0.45,34.0,12.9
2024-06-21,Pahang,24,6,8,0,10,2,19,3,none,0,0,132.0,0.76,31.57,13.57
2024-06-22,Pahang,97,20,36,5,36,38,57,2,none,0,1,131.0,0.58,18.86,13.03
2024-06-23,Pahang,146,38,35,6,67,30,98,18,normal_spike,0,1,130.0,0.67,19.86,12.83
2024-06-24,Pahang,13,2,3,1,7,1,12,0,none,0,0,129.0,0.86,32.57,13.67
2024-06-25,Pahang,49,5,18,6,20,7,32,10,none,0,0,128.0,0.64,34.29,12.27
2024-06-26,Pahang,32,6,14,0,12,9,12,11,none,0,0,127.0,0.36,36.71,12.23
2024-06-27,Pahang,52,15,19,2,16,9,36,7,none,0,0,126.0,0.68,37.0,12.47
2024-06-28,Pahang,14,3,4,1,6,1,12,1,none,0,0,125.0,0.8,38.0,12.5
2024-06-29,Pahang,61,16,20,3,22,8,40,13,none,0,1,124.0,0.65,37.0,12.2
2024-06-30,Pahang,112,34,33,6,39,10,93,9,none,0,1,123.0,0.82,34.57,11.97
2024-07-01,Pahang,13,3,4,1,5,1,11,1,none,0,0,122.0,0.79,33.86,12.3
2024-07-02,Pahang,32,6,11,3,12,3,20,9,none,0,0,121.0,0.61,33.71,12.33
2024-07-03,Pahang,106,33,29,5,39,16,72,18,none,0,0,120.0,0.67,32.0,11.5
2024-07-04,Pahang,47,13,17,5,12,6,37,4,none,0,0,119.0,0.77,40.57,11.67
2024-07-05,Pahang,62,18,17,7,20,13,40,9,none,0,0,118.0,0.63,40.71,11.8
2024-07-06,Pahang,39,14,7,1,17,6,28,5,none,0,1,117.0,0.7,44.71,12.07
2024-07-07,Pahang,100,25,20,2,53,20,67,13,none,0,1,116.0,0.66,43.0,11.57
2024-07-08,Pahang,49,12,9,3,25,9,32,8,none,0,0,115.0,0.64,39.29,12.13
2024-07-09,Pahang,45,13,13,4,15,9,33,3,none,0,0,114.0,0.72,42.29,11.3
2024-07-10,Pahang,97,16,33,7,41,26,40,31,none,0,0,113.0,0.41,44.14,11.23
2024-07-11,Pahang,15,1,3,1,10,1,14,0,none,0,0,112.0,0.88,39.57,11.47
2024-07-12,Pahang,12,4,2,1,5,1,11,0,none,0,0,111.0,0.85,36.29,11.03
2024-07-13,Pahang,54,17,13,5,19,7,39,8,none,0,1,110.0,0.71,32.14,10.5
2024-07-14,Pahang,191,59,46,7,79,29,134,28,normal_spike,0,1,109.0,0.7,33.71,10.2
2024-07-15,Pahang,19,5,5,0,9,3,15,1,none,0,0,108.0,0.75,43.29,10.77
2024-07-16,Pahang,79,23,17,6,33,21,26,32,none,0,0,107.0,0.32,40.86,10.4
2024-07-17,Pahang,96,18,24,6,48,33,34,29,none,0,0,106.0,0.35,39.86,10.67
2024-07-18,Pahang,62,8,25,8,21,26,23,13,none,0,0,105.0,0.37,39.0,11.77
2024-07-19,Pahang,15,3,4,0,8,1,12,2,none,0,0,104.0,0.75,40.29,12.6
2024-07-20,Pahang,23,8,5,1,9,7,10,6,none,0,1,103.0,0.42,40.43,12.6
2024-07-21,Pahang,70,25,18,3,24,3,63,4,none,0,1,102.0,0.89,36.29,11.77
2024-07-22,Pahang,12,2,4,2,4,1,10,1,none,0,0,101.0,0.77,26.14,11.8
2024-07-23,Pahang,68,15,17,3,33,30,22,16,none,0,0,100.0,0.32,25.43,10.57
2024-07-24,Pahang,55,16,13,4,22,12,38,5,none,0,0,99.0,0.68,24.86,10.57
2024-07-25,Pahang,142,39,29,4,70,40,78,24,normal_spike,0,0,98.0,0.55,25.43,10.93
2024-07-26,Pahang,50,12,12,1,25,18,28,4,none,0,0,97.0,0.55,33.29,12.03
2024-07-27,Pahang,60,15,20,2,23,15,38,7,none,0,1,96.0,0.62,35.57,12.33
2024-07-28,Pahang,142,37,45,13,47,24,96,22,normal_spike,0,1,95.0,0.67,39.57,12.53
2024-07-29,Pahang,16,3,5,1,7,0,13,3,none,0,0,94.0,0.76,44.29,13.3
2024-07-30,Pahang,106,50,24,5,27,15,80,11,none,0,0,93.0,0.75,44.71,13.03
2024-07-31,Pahang,52,14,10,4,24,26,22,4,none,0,0,92.0,0.42,53.0,13.2
2024-08-01,Pahang,113,31,22,6,54,38,48,27,none,0,0,91.0,0.42,50.71,14.03
2024-08-02,Pahang,91,22,28,4,37,14,51,26,none,0,0,90.0,0.55,46.43,15.2
2024-08-03,Pahang,100,21,23,5,51,17,68,15,none,0,1,89.0,0.67,49.71,15.13
2024-08-04,Pahang,84,13,25,8,38,11,65,8,none,0,1,88.0,0.76,54.0,15.5
2024-08-05,Pahang,16,5,3,1,7,0,16,0,none,0,0,87.0,0.94,49.57,15.43
2024-08-06,Pahang,59,22,7,0,30,11,38,10,none,0,0,86.0,0.63,50.0,15.23
2024-08-07,Pahang,36,8,11,2,15,11,18,7,none,0,0,85.0,0.49,44.0,14.93
2024-08-08,Pahang,85,24,27,5,29,37,28,20,none,0,0,84.0,0.33,43.43,15.0
2024-08-09,Pahang,12,2,3,1,6,1,11,0,none,0,0,83.0,0.85,40.57,15.93
2024-08-10,Pahang,69,18,24,5,22,8,56,5,none,0,1,82.0,0.8,34.86,15.1
2024-08-11,Pahang,130,35,33,10,52,15,99,16,normal_spike,0,1,81.0,0.76,33.14,15.33
2024-08-12,Pahang,19,5,7,0,7,0,17,2,none,0,0,80.0,0.85,38.0,15.8
2024-08-13,Pahang,36,9,8,2,17,5,26,5,none,0,0,79.0,0.7,38.14,15.57
2024-08-14,Pahang,53,12,18,7,16,18,22,13,none,0,0,78.0,0.41,36.43,14.77
2024-08-15,Pahang,99,24,34,3,38,36,49,14,none,0,0,77.0,0.49,37.0,15.27
2024-08-16,Pahang,15,2,7,0,6,1,11,3,none,0,0,76.0,0.69,40.0,15.77
2024-08-17,Pahang,94,31,26,5,32,21,58,15,none,0,1,75.0,0.61,40.0,14.7
2024-08-18,Pahang,172,42,48,10,72,22,131,19,normal_spike,0,1,74.0,0.76,40.29,14.53
2024-08-19,Pahang,19,10,5,0,4,1,15,3,none,0,0,73.0,0.75,44.86,15.23
2024-08-20,Pahang,39,3,17,2,17,12,21,6,none,0,0,72.0,0.52,44.57,15.03
2024-08-21,Pahang,49,17,12,3,17,19,22,8,none,0,0,71.0,0.44,43.86,15.33
2024-08-22,Pahang,115,28,37,10,40,28,63,24,none,0,0,70.0,0.54,43.86,15.93
2024-08-23,Pahang,13,4,2,0,7,2,10,1,none,0,0,69.0,0.71,45.86,15.87
2024-08-24,Pahang,161,49,41,5,66,31,110,20,normal_spike,0,1,68.0,0.68,45.71,15.53
2024-08-25,Pahang,85,15,25,7,38,12,66,7,none,0,1,67.0,0.77,53.14,15.23
2024-08-26,Pahang,54,11,14,1,28,7,38,9,none,0,0,66.0,0.69,43.86,15.03
2024-08-27,Pahang,75,18,29,4,24,41,28,6,none,0,0,65.0,0.37,47.14,14.77
2024-08-28,Pahang,103,25,39,2,37,51,38,14,none,0,0,64.0,0.37,48.14,15.33
2024-08-29,Pahang,17,6,6,1,4,1,13,3,none,0,0,63.0,0.72,50.43,17.03
2024-08-30,Pahang,11,3,5,0,3,0,8,3,none,0,0,62.0,0.67,43.29,16.57
2024-08-31,Pahang,153,37,31,6,79,18,110,25,normal_spike,0,1,61.0,0.71,43.0,15.7
2024-09-01,Pahang,103,24,27,1,51,13,78,12,none,0,1,60.0,0.75,43.0,15.03
2024-09-02,Pahang,20,6,5,0,9,3,14,3,none,0,0,59.0,0.67,44.71,15.0
2024-09-03,Pahang,15,4,4,0,7,1,14,0,none,0,0,58.0,0.88,41.29,14.53
2024-09-04,Pahang,80,19,25,4,32,13,56,11,none,0,0,57.0,0.69,39.29,14.2
2024-09-05,Pahang,107,23,29,9,46,71,35,1,none,0,0,56.0,0.32,41.86,14.63
2024-09-06,Pahang,28,7,13,1,7,0,26,2,none,0,0,55.0,0.9,45.0,16.63
2024-09-07,Pahang,139,38,43,6,52,27,92,20,normal_spike,0,1,54.0,0.66,47.57,16.27
2024-09-08,Pahang,93,22,29,6,36,12,59,22,none,0,1,53.0,0.63,45.0,15.93
2024-09-09,Pahang,18,5,6,2,5,0,18,0,none,0,0,52.0,0.95,42.29,16.3
2024-09-10,Pahang,29,7,7,2,13,5,16,8,none,0,0,51.0,0.53,42.86,16.03
2024-09-11,Pahang,42,12,11,0,19,9,31,2,none,0,0,50.0,0.72,43.14,15.7
2024-09-12,Pahang,85,22,28,6,29,17,47,21,none,0,0,49.0,0.55,39.57,16.0
2024-09-13,Pahang,24,5,7,1,11,2,19,3,none,0,0,48.0,0.76,41.29,16.4
2024-09-14,Pahang,49,16,12,3,18,6,40,3,none,0,1,47.0,0.8,40.29,15.87
2024-09-15,Pahang,74,18,17,4,35,4,59,11,none,0,1,46.0,0.79,32.86,14.87
2024-09-16,Pahang,109,18,37,4,50,25,66,18,none,0,0,45.0,0.6,32.86,14.97
2024-09-17,Pahang,35,3,13,3,16,3,31,1,none,0,0,44.0,0.86,39.71,15.1
2024-09-18,Pahang,32,11,4,2,15,6,22,4,none,0,0,43.0,0.67,41.86,14.47
2024-09-19,Pahang,76,17,20,7,32,15,39,22,none,0,0,42.0,0.51,40.57,14.63
2024-09-20,Pahang,11,2,2,1,6,0,11,0,none,0,0,41.0,0.92,39.43,14.73
2024-09-21,Pahang,57,15,18,5,19,5,40,12,none,0,1,40.0,0.69,38.29,14.1
2024-09-22,Pahang,131,34,33,10,54,27,81,23,normal_spike,0,1,39.0,0.61,38.29,13.33
2024-09-23,Pahang,16,3,2,0,11,2,13,1,none,0,0,38.0,0.76,41.43,14.17
2024-09-24,Pahang,144,32,40,9,63,19,97,28,normal_spike,0,0,37.0,0.67,33.86,13.2
2024-09-25,Pahang,77,17,25,7,28,22,40,15,none,0,0,36.0,0.51,43.29,13.43
2024-09-26,Pahang,44,8,13,3,20,18,15,11,none,0,0,35.0,0.33,45.86,13.93
2024-09-27,Pahang,12,4,4,0,4,1,11,0,none,0,0,34.0,0.85,42.43,13.17
2024-09-28,Pahang,79,23,19,5,32,18,50,11,none,0,1,33.0,0.62,42.43,11.5
2024-09-29,Pahang,136,30,43,9,54,16,90,30,normal_spike,0,1,32.0,0.66,43.86,12.07
2024-09-30,Pahang,15,4,6,0,5,1,13,1,none,0,0,31.0,0.81,45.14,12.6
2024-10-01,Pahang,18,6,4,0,8,1,16,1,none,0,0,30.0,0.84,45.14,12.03
2024-10-02,Pahang,69,17,17,5,30,15,47,7,none,0,0,29.0,0.67,33.57,11.63
2024-10-03,Pahang,162,49,46,9,58,60,78,24,normal_spike,0,0,28.0,0.48,34.57,12.03
2024-10-04,Pahang,13,1,5,1,6,0,13,0,none,0,0,27.0,0.93,43.57,14.0
2024-10-05,Pahang,94,26,33,7,28,21,49,24,none,0,1,26.0,0.52,43.86,13.57
2024-10-06,Pahang,82,23,13,6,40,11,51,20,none,0,1,25.0,0.61,43.71,11.9
2024-10-07,Pahang,17,7,5,0,5,3,13,1,none,0,0,24.0,0.72,38.14,12.27
2024-10-08,Pahang,29,5,10,1,13,4,19,6,none,0,0,23.0,0.63,38.14,11.47
2024-10-09,Pahang,53,16,15,2,20,6,28,19,none,0,0,22.0,0.52,38.57,11.2
2024-10-10,Pahang,82,18,23,8,33,24,36,22,none,0,0,21.0,0.43,35.86,11.4
2024-10-11,Pahang,15,2,6,0,7,0,15,0,none,0,0,20.0,0.94,29.86,12.03
2024-10-12,Pahang,182,51,50,11,70,61,98,23,normal_spike,0,1,19.0,0.54,30.14,11.73
2024-10-13,Pahang,100,23,28,5,44,18,66,16,none,0,1,18.0,0.65,37.14,13.2
2024-10-14,Pahang,12,2,3,0,7,1,9,2,none,0,0,17.0,0.69,39.29,13.73
2024-10-15,Pahang,71,24,14,3,30,25,35,11,none,0,0,16.0,0.49,38.71,13.57
2024-10-16,Pahang,18,4,6,0,8,1,16,1,none,0,0,15.0,0.84,41.0,14.27
2024-10-17,Pahang,174,41,52,13,68,70,80,24,normal_spike,0,0,14.0,0.46,39.29,13.47
2024-10-18,Pahang,18,2,6,3,7,1,15,2,none,0,0,13.0,0.79,45.57,15.7
2024-10-19,Pahang,138,33,37,10,58,42,66,30,normal_spike,0,1,12.0,0.47,45.57,15.53
2024-10-20,Pahang,113,32,28,6,47,16,78,19,none,0,1,11.0,0.68,41.0,16.43
2024-10-21,Pahang,15,5,2,3,5,1,12,2,none,0,0,10.0,0.75,42.71,16.97
2024-10-22,Pahang,61,12,19,3,27,7,40,14,none,0,0,9.0,0.65,43.14,16.83
2024-10-23,Pahang,30,11,5,4,10,4,22,4,none,0,0,8.0,0.71,43.86,16.17
2024-10-24,Pahang,13,4,7,0,2,0,12,1,none,0,0,7.0,0.86,44.71,16.23
2024-10-25,Pahang,30,6,11,5,8,4,19,7,none,0,0,6.0,0.61,35.0,15.6
2024-10-26,Pahang,0,0,0,0,0,0,0,0,none,0,1,5.0,0.0,35.57,15.0
2024-10-27,Pahang,135,24,38,7,66,18,99,18,normal_spike,0,1,4.0,0.73,26.14,14.4
2024-10-28,Pahang,14,6,3,2,3,2,12,0,none,0,0,3.0,0.8,29.14,14.97
2024-10-29,Pahang,14,4,7,0,3,1,13,0,none,0,0,2.0,0.87,29.14,14.43
2024-10-30,Pahang,29,7,9,0,13,1,25,3,none,0,0,1.0,0.83,25.29,13.93
2024-10-31,Pahang,93,35,22,3,33,8,76,9,none,1,0,0.0,0.81,25.71,13.93
2024-11-01,Pahang,53,11,15,4,23,9,24,20,none,0,0,54.0,0.44,34.86,14.17
2024-11-02,Pahang,0,0,0,0,0,0,0,0,none,0,1,53.0,0.0,35.57,13.97
2024-11-03,Pahang,207,60,51,13,83,16,172,19,extreme_spike,0,1,52.0,0.83,35.57,11.97
2024-11-04,Pahang,14,2,7,1,4,2,11,1,none,0,0,51.0,0.73,46.0,12.5
2024-11-05,Pahang,22,7,4,1,10,2,19,1,none,0,0,50.0,0.83,45.86,11.87
2024-11-06,Pahang,98,20,35,5,38,13,67,18,none,0,0,49.0,0.68,46.71,11.57
2024-11-07,Pahang,94,21,30,4,39,22,52,20,none,0,0,48.0,0.55,52.71,11.9
2024-11-08,Pahang,32,4,12,1,15,1,28,3,none,0,0,47.0,0.85,49.29,12.5
2024-11-09,Pahang,138,28,50,6,54,15,114,9,normal_spike,0,1,46.0,0.82,49.86,12.33
2024-11-10,Pahang,136,35,32,14,55,12,112,12,normal_spike,0,1,45.0,0.82,66.14,12.03
2024-11-11,Pahang,14,4,3,2,5,1,9,4,none,0,0,44.0,0.6,57.57,12.43
